speed_1042,power_1042,speed_1043,power_1043,speed_1044,power_1044,speed_1045,power_1045,speed_1046,power_1046,speed_1047,power_1047,speed_1048,power_1048,speed_1049,power_1049,speed_1050,power_1050,speed_1051,power_1051,speed_1052,power_1052,speed_1053,power_1053,speed_1054,power_1054,speed_1056,power_1056
4.349999905,116.9199982,4.110000134,62.79999924,4.289999962,100.0699997,3.779999971,24.47999954,2.910000086,-4.920000076,3.730000019,27.79999924,4.099999905,100.5999985,3.569999933,23.79000092,2.700000048,-2.49000001,3.220000029,-2.900000095,4.139999866,93.13999939,3.960000038,55.70000076,2.5,-2.819999933,3.99000001,49.15999985
4.28000021,104.5,4.28000021,83.62999725,4.190000057,94.34999847,3.789999962,15.52999973,3.5,-2.910000086,3.890000105,52.56999969,4.03000021,89.51999664,3.559999943,22.01000023,3.079999924,-2.799999952,4.28000021,67.33000183,4.190000057,92.76999664,3.900000095,55.45999908,3.529999971,4.679999828,3.730000019,36.75
4.309999943,86.76000214,3.829999924,23.32999992,4.230000019,94.80999756,4.25,49.65999985,3.539999962,-3.170000076,4,47.47000122,4.150000095,94.37999725,3.730000019,33.34999847,3.089999914,-3.180000067,4.289999962,68.25,4.170000076,97.68000031,4.110000134,81.87000275,3.829999924,46.45999908,3.380000114,13.03999996
4,24.89999962,4.170000076,14.07999992,4.409999847,92.16999817,4.320000172,60.83000183,3.650000095,-5.239999771,4.139999866,40.34000015,4.480000019,104.4899979,4.130000114,49.16999817,3.50999999,6.949999809,3.779999971,24.14999962,4.320000172,105.5899963,3.859999895,52.99000168,3.359999895,11.32999992,3.230000019,4.579999924
4.099999905,39.25999832,4.079999924,3.859999895,4.369999886,63.29000092,4.039999962,56.77000046,3.430000067,-3.940000057,3.5,15.64999962,4.239999771,83.73999786,3.74000001,45.70000076,3.24000001,2.589999914,2.769999981,-3.910000086,4.21999979,88.87000275,3.589999914,28.54000092,3.690000057,4.409999847,3.160000086,-0.720000029
3.799999952,24.20000076,2.680000067,-6.940000057,3.880000114,51.09000015,3.75999999,18.48999977,2.309999943,-3.539999962,2.940000057,-2.359999895,3.799999952,59.61000061,3.410000086,3.829999924,2.369999886,-0.939999998,2.640000105,-2.539999962,3.779999971,60.68000031,3.74000001,24.20999908,3.319999933,-6.599999905,2.710000038,-0.07
3.640000105,15.03999996,2.519999981,-4.860000134,3.650000095,38,3.400000095,-0.879999995,2.680000067,-4.25,2.599999905,-1.559999943,3.589999914,39.09000015,3.170000076,3.359999895,2.589999914,-2.900000095,2.670000076,-2.650000095,3.519999981,35.15000153,3.720000029,34.54000092,3.440000057,6.420000076,2.470000029,-0.25
3.680000067,25.40999985,3.099999905,-3.910000086,3.690000057,41.13999939,3.809999943,5.110000134,3.140000105,-3.730000019,3,-1.370000005,3.589999914,39.59999847,3.279999971,7.710000038,2.980000019,-2.319999933,3.420000076,-1.710000038,3.519999981,37.34999847,3.660000086,39.18999863,3.50999999,10.42000008,2.569999933,-0.469999999
3.690000057,28.79000092,3.50999999,-3.970000029,3.569999933,25.95000076,3.529999971,6.389999866,3.25,-3.410000086,3.470000029,2.279999971,3.5,30.45000076,3.25,2.900000095,3.119999886,-2.24000001,3.730000019,28.06999969,3.470000029,29.55999947,3.74000001,30.20999908,3.160000086,-3.410000086,2.599999905,-0.129999995
3.589999914,12.56000042,3.220000029,-3.700000048,3.609999895,25.12999916,3.430000067,1.309999943,2.619999886,-4.590000153,3.470000029,1.799999952,3.539999962,35.52000046,3.359999895,8.659999847,2.839999914,-2.74000001,3.730000019,14.55000019,3.700000048,29.28000069,3.980000019,33.88999939,2.269999981,-2.779999971,2.410000086,-0.109999999
3.579999924,2.210000038,2.880000114,-3.049999952,3.819999933,16.20999908,4.090000153,21.60000038,3.630000114,-3.99000001,3.660000086,23.81999969,3.619999886,21.64999962,3.619999886,19.07999992,3.319999933,-2.029999971,3.559999943,-2.809999943,3.680000067,19.57999992,3.079999924,-5.570000172,2.930000067,-2.369999886,2.769999981,-0.270000011
3.440000057,5.679999828,2.829999924,-3.380000114,3.839999914,15.52999973,3.730000019,30.35000038,3.299999952,-2.660000086,3.769999981,21.06999969,3.839999914,40.47999954,3.700000048,42.52999878,3.519999981,13.77000046,2.880000114,-9.25,3.950000048,25.12999916,3.289999962,-3.099999905,3.269999981,-2.950000048,2.880000114,-0.219999999
3.75,14.81000042,2.49000001,-3.529999971,3.069999933,2.930000067,3.440000057,6.949999809,2.609999895,-5.130000114,1.720000029,-2.50999999,3.529999971,15.05000019,3.410000086,14.52000046,2.380000114,-1.850000024,1.789999962,-3.950000048,3.339999914,13.31000042,2.410000086,-2.970000029,2.730000019,-2.799999952,2.99000001,-0.439999998
3.390000105,-5.610000134,2.589999914,-3.460000038,2.789999962,-0.059999999,3.650000095,-2.700000048,2.579999924,-3.559999943,2.279999971,-0.949999988,2.369999886,-6.210000038,1.870000005,-2.069999933,1.070000052,-0.479999989,1.409999967,-2.779999971,2.529999971,-2.140000105,1.940000057,-1.220000029,2.380000114,-2.930000067,1.99000001,-0.589999974
1.620000005,-1.600000024,1.350000024,-3.230000019,2.470000029,0,2.380000114,-1.720000029,2.349999905,-4.809999943,1.659999967,-0.699999988,2.480000019,-2.660000086,2.579999924,-2.559999943,0.910000026,-0.270000011,1.309999943,-1.950000048,2.329999924,-1.909999967,2.140000105,-1.75999999,2.200000048,-2.799999952,2.430000067,-0.5
1.600000024,-1.549999952,1.519999981,-3.640000105,2.220000029,-0.910000026,1.809999943,-0.889999986,1.679999948,-4.25,1.539999962,-0.800000012,2.480000019,-2.089999914,1.139999986,-2.079999924,0.939999998,-1.889999986,1.429999948,-1.389999986,2.549999952,-2.24000001,2.319999933,-1.399999976,2.559999943,-2.630000114,1.820000052,-1.24000001
1.710000038,-2.130000114,2.180000067,-3.339999914,1.519999981,-0.059999999,1.830000043,-1.039999962,1.929999948,-3.220000029,2.460000038,-0.889999986,1.649999976,-2.309999943,1.629999995,-2.160000086,1.399999976,-2.339999914,1.879999995,-2.380000114,2.369999886,-3.400000095,2.630000114,-1.330000043,2.329999924,-3.400000095,2.460000038,-0.449999988
1.559999943,-1.840000033,1.960000038,-5.099999905,1.850000024,-0.129999995,2.50999999,-2.920000076,2.019999981,-4.409999847,2.099999905,-2.49000001,1.970000029,-1.379999995,2.150000095,-2.430000067,2.039999962,-1.090000033,1.970000029,-1.75,1.75999999,-1.919999957,2.210000038,-0.949999988,1.940000057,-2.50999999,2.079999924,-0.419999987
2.269999981,-2.380000114,2.039999962,-3.640000105,2.25999999,-1.570000052,2.329999924,-1.570000052,1.99000001,-5.059999943,1.919999957,-0.839999974,2.349999905,-2.170000076,2.230000019,-4.150000095,2.190000057,-0.910000026,2.210000038,-3.170000076,2.890000105,-2.480000019,2.680000067,-2.839999914,2.650000095,-2.680000067,2.410000086,-2.160000086
2.160000086,-1.519999981,1.720000029,-3.25999999,1.980000019,-0.170000002,1.799999952,-0.910000026,1.600000024,-3.339999914,1.480000019,-1.25,2.079999924,-1.539999962,1.590000033,-1.830000043,1.669999957,-1.700000048,1.600000024,-2.930000067,2.039999962,-2.269999981,2.079999924,-1.659999967,2.140000105,-2.769999981,1.980000019,-0.219999999
2.599999905,-2.730000019,2.029999971,-3.319999933,2.289999962,-0.430000007,2.019999981,-1.129999995,1.629999995,-2.74000001,1.080000043,-0.949999988,1.779999971,-0.720000029,1.090000033,-2.49000001,1.289999962,-0.970000029,1.49000001,-2.730000019,1.889999986,-1.870000005,1.870000005,-0.75999999,2.200000048,-2.180000067,1.830000043,-0.579999983
2.430000067,-2.210000038,2.210000038,-4.699999809,1.860000014,-0.280000001,2.299999952,-2.480000019,1.870000005,-5.019999981,1.289999962,-1.24000001,1.929999948,-2.039999962,1,-2.720000029,0.800000012,-1.230000019,1.379999995,-2.859999895,1.879999995,-1.75999999,1.899999976,-0.949999988,1.74000001,-1.970000029,1.899999976,-0.469999999
2.50999999,-3.410000086,2.910000086,-4.139999866,2.049999952,-2.180000067,2.410000086,-2.339999914,2.380000114,-3.369999886,2.210000038,-4.039999962,2.170000076,-1.99000001,1.25999999,-2.390000105,1.360000014,-1.99000001,1.74000001,-3.00999999,2.109999895,-2.599999905,2.130000114,-1.299999952,1.950000048,-3.029999971,2.049999952,-1.559999943
3.339999914,-4.739999771,3.279999971,-4.760000229,2.269999981,-0.129999995,3.069999933,-2.779999971,3.50999999,-4.400000095,2.059999943,-3.289999962,2.849999905,-2.599999905,2.059999943,-2.920000076,2.559999943,-2.74000001,2.720000029,-4.090000153,2.50999999,-2.519999981,2.519999981,-2.349999905,2.400000095,-3.039999962,2.289999962,-0.319999993
3.099999905,-4.03000021,3.289999962,-8.630000114,2.619999886,-0.579999983,2.369999886,-2.150000095,2.700000048,-4.630000114,2.269999981,-3.349999905,2.579999924,-2.609999895,2.180000067,-3.49000001,2.349999905,-2.589999914,2.99000001,-3.809999943,2.940000057,-2.430000067,3.099999905,-1.50999999,3.019999981,-3.24000001,3.160000086,-1.519999981
2.779999971,-1.730000019,2.430000067,-3.690000057,2.730000019,-0.469999999,2.99000001,-1.860000014,2.25,-3.920000076,2.24000001,-2.279999971,2.630000114,-2.900000095,1.769999981,-3.170000076,1.950000048,-1.200000048,2.529999971,-4.900000095,2.640000105,-2.400000095,3.029999971,-1.460000038,2.5,-3.859999895,2.480000019,-0.860000014
2.980000019,-2.420000076,2.710000038,-4.199999809,2.529999971,-0.209999993,3.019999981,-3.349999905,2.529999971,-3.920000076,2.089999914,-1.559999943,3.019999981,-3.24000001,1.970000029,-3.039999962,2.460000038,-0.930000007,2.549999952,-3.829999924,2.769999981,-2.380000114,2.809999943,-2.019999981,2.950000048,-3.019999981,2.230000019,-0.479999989
3.049999952,-3.950000048,2.890000105,-4.400000095,2.599999905,-0.219999999,2.74000001,-3.279999971,2.269999981,-4.699999809,1.75999999,-1.460000038,2.680000067,-3.75999999,1.799999952,-2.960000038,2.170000076,-1.820000052,2.940000057,-3.24000001,3.039999962,-2.619999886,3.00999999,-2.359999895,3.059999943,-3.319999933,2.809999943,-0.930000007
2.660000086,-3.150000095,2.809999943,-5.480000019,2.700000048,-1.590000033,2.789999962,-2.140000105,2.650000095,-3.25,2.130000114,-1.210000038,2.460000038,-3.140000105,1.629999995,-2.710000038,2.480000019,-2.200000048,3.150000095,-3.789999962,3.410000086,-4.75,3.25999999,-3.190000057,3.309999943,-3.930000067,2.819999933,-1.350000024
2.430000067,-2.450000048,2.309999943,-4.639999866,2.170000076,-0.129999995,2.410000086,-2.769999981,2.069999933,-5.110000134,1.769999981,-1.320000052,2.390000105,-2.900000095,1.860000014,-2.910000086,2.50999999,-0.879999995,2.440000057,-3.390000105,2.710000038,-2.829999924,2.809999943,-2.410000086,2.730000019,-3.50999999,2.839999914,-0.119999997
2.650000095,-2.549999952,2.5,-3.74000001,2.390000105,-0.270000011,2.519999981,-1.330000043,2.230000019,-8.970000267,2.220000029,-1.350000024,2.519999981,-2.99000001,2.059999943,-3.019999981,2.559999943,-2.200000048,2.529999971,-3.829999924,2.75,-2.730000019,2.829999924,-2.269999981,2.779999971,-3.579999924,2.470000029,-1.320000052
2.980000019,-3.960000038,2.670000076,-3.819999933,2.640000105,-0.920000017,2.680000067,-1.480000019,2.109999895,-8.579999924,2.460000038,-1.600000024,2.710000038,-2.970000029,2.049999952,-2.539999962,2.359999895,-0.850000024,2.549999952,-3.369999886,2.890000105,-3.059999943,2.970000029,-2.309999943,2.859999895,-3.539999962,2.559999943,-1.25
3.140000105,-3.119999886,2.599999905,-5.949999809,2.869999886,-0.100000001,2.920000076,-2.640000105,2.329999924,-8.079999924,2.410000086,-2.210000038,2.789999962,-2.880000114,2.309999943,-2.670000076,2.529999971,-1.24000001,2.75,-3.470000029,3.049999952,-2.450000048,3.079999924,-2.309999943,3,-3.349999905,2.710000038,-0.400000006
3.230000019,-4.25,2.559999943,-5.46999979,2.940000057,-0.920000017,2.730000019,-2.539999962,2.579999924,-4.5,2.349999905,-1.980000019,2.650000095,-4.010000229,2.460000038,-3.130000114,2.319999933,-2.569999933,2.789999962,-4.360000134,3.099999905,-2.609999895,3.329999924,-3.170000076,3.279999971,-3.25,2.880000114,-0.409999996
3.24000001,-2.25,2.890000105,-5.960000038,3.380000114,-0.920000017,2.930000067,-1.950000048,2.869999886,-3.079999924,2.789999962,-1.370000005,2.660000086,-3.359999895,2.619999886,-3.00999999,2.519999981,-1.24000001,2.579999924,-4.869999886,3.349999905,-3.059999943,3.460000038,-6.489999771,3.289999962,-4.119999886,3.109999895,-0.800000012
3.299999952,-2.670000076,2.869999886,-4.769999981,3.680000067,-2.599999905,2.960000038,-2.809999943,2.869999886,-3.970000029,2.309999943,-2.170000076,2.660000086,-3.569999933,2.690000057,-3.700000048,2.390000105,-0.930000007,2.660000086,-3.880000114,3.470000029,-2.900000095,3.599999905,5.710000038,3.359999895,-3.170000076,3.329999924,-0.49000001
3.25999999,-4.199999809,3.140000105,-5.179999828,3.950000048,5.389999866,3.299999952,-2.150000095,2.869999886,-4.659999847,2.279999971,-1.610000014,3.150000095,-3.730000019,2.170000076,-2.950000048,2.50999999,-2.440000057,3.269999981,-3.450000048,3.609999895,26.43000031,3.930000067,37.45999908,3.569999933,16.12000084,3.74000001,10.71000004
3.609999895,18.78000069,3.599999905,4.269999981,4.079999924,17.45999908,3.380000114,-3.269999981,3.079999924,-3.069999933,2.700000048,-3.079999924,2.819999933,-3.319999933,2.069999933,-3.289999962,2.5,-4.5,3.670000076,14.76000023,3.779999971,49.22999954,4.039999962,60.20000076,3.819999933,24.26000023,4.079999924,68.41999817
4.119999886,62.56999969,4.059999943,33.54999924,3.950000048,43.40999985,3.109999895,-2.519999981,3.369999886,-4.559999943,2.420000076,-2.930000067,2.420000076,-3.25999999,2.24000001,-3.269999981,2.589999914,-3.00999999,3.599999905,18.45000076,3.75999999,45.63999939,4.079999924,63.29999924,3.680000067,19.38999939,4.090000153,66.33999634
4.690000057,111.6999969,4.449999809,56.45000076,4.190000057,76,3.170000076,-1.919999957,3.549999952,-4.5,2.279999971,-2.329999924,2.359999895,-3.299999952,2.519999981,-3.779999971,2.619999886,-3.650000095,3.630000114,14.44999981,4.099999905,64.81999969,3.99000001,59.43000031,3.930000067,46.06000137,3.730000019,45.88999939
4.570000172,81.12000275,4.760000229,91.45999908,4.639999866,97.22000122,4.21999979,77.66000366,3.74000001,-3.109999895,2.809999943,-2.470000029,2.950000048,-3.329999924,3.430000067,-3.430000067,3.380000114,-3.309999943,3.839999914,45.99000168,4.659999847,130.5399933,4.460000038,104.3600006,4.099999905,56.56999969,3.779999971,42.79000092
4.409999847,78.66000366,4.360000134,88.23999786,4.940000057,120.8099976,4.360000134,94.06999969,3.970000029,-4.340000153,3.019999981,-1.570000052,2.940000057,-3.339999914,3.829999924,15.60999966,3.890000105,33.04000092,3.779999971,38.16999817,4.489999771,149.5,4.079999924,78.12000275,3.970000029,51.04000092,4.329999924,78.97000122
4.769999981,101.8000031,4.590000153,101.6699982,4.760000229,121.3899994,4.369999886,96.23000336,3.730000019,-3.660000086,2.839999914,-2.029999971,3.609999895,-3.710000038,3.950000048,43.52999878,3.75999999,15.39999962,3.99000001,41.70999908,4.230000019,90.73000336,4.670000076,122.0999985,4.099999905,59.86999893,4.349999905,71.84999847
4.880000114,133.4299927,4.420000076,83.59999847,4.429999828,121.2099991,4.599999905,115.1299973,3.5,-3.160000086,3.220000029,-1.659999967,4.320000172,76.30999756,3.829999924,22.34000015,3.74000001,10.40999985,4.130000114,42.74000168,4.679999828,129.1699982,4.519999981,94.13999939,4.269999981,48.81000137,4.559999943,102.8700027
5.980000019,294.5299988,5.119999886,147.9600067,4.829999924,174.7799988,4.679999828,124.5,4.059999943,-4.260000229,3.910000086,34.93999863,4.190000057,73.16999817,3.559999943,13.34000015,4.449999809,54.91999817,4.480000019,139.7299957,4.360000134,90.30000305,4.980000019,151.5399933,4.460000038,102.9599991,4.809999943,188.0899963
5.809999943,282.2200012,5.650000095,247.6300049,5.5,267.7200012,5.650000095,300.1600037,4.559999943,-4.5,4.590000153,128.2100067,4.21999979,74.09999847,4.880000114,153.8800049,4.25,70.23000336,5.010000229,205.0700073,4.139999866,90.73999786,4.869999886,145.0800018,4.340000153,66.05000305,5.480000019,314.7399902
5.78000021,323.6499939,5.840000153,326.9899902,5.800000191,310.4299927,5.619999886,290.7600098,4.610000134,-2.609999895,5.130000114,190.5899963,4.389999866,95.08000183,4.510000229,122.4800034,4.309999943,72.95999908,4.690000057,145.8800049,4.610000134,123.1100006,4.079999924,64.51000214,4.460000038,99.30999756,5.369999886,277.019989
5.440000057,236.0599976,5.400000095,197.3600006,5.800000191,272.4200134,5.150000095,216.2100067,4.559999943,-2.900000095,4.820000172,119.5800018,4.599999905,115.4000015,5.150000095,185.6300049,4.75,115.3700027,5.050000191,133.4700012,4.980000019,181.8000031,4.800000191,145.8000031,4.460000038,99.23000336,5.659999847,255.2599945
5.369999886,199.5700073,5,140.2799988,5.579999924,248.9299927,5.130000114,193.9600067,4.53000021,-4.260000229,4.809999943,116.0400009,4.369999886,97.80000305,4.829999924,155.7799988,5.090000153,153.8399963,5.420000076,179.1399994,5.179999828,221.9100037,4.900000095,153.8200073,4.619999886,133.8500061,5.550000191,241.6199951
5.590000153,247.4600067,5.710000038,231.4600067,5.670000076,272.8599854,5.090000153,200.8999939,4.409999847,-3.599999905,5.239999771,127.4899979,4.849999905,142.4600067,4.900000095,151.25,5.050000191,157.6300049,5.289999962,207.3399963,5.070000172,189.0500031,5.53000021,231.3500061,4.909999847,144.5599976,5.659999847,292.5
